Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
102-19750-2024,3/27/2024 19:52,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI MARINA,Unit,Hotel Rooms,657175,9.19,9.19,Studio,,Mina Seyahi,Marina Mall,Burj Al Arab,1,1,,Ciel
102-19751-2024,3/27/2024 19:53,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Hotel Rooms,1075000,29.2,29.2,Studio,EU,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,The First Collection at Dubai Sports City
102-19752-2024,3/27/2024 19:53,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1200000,110.92,110.92,2 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,2,1,,Binghatti Orchid
102-19753-2024,3/27/2024 19:53,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,1701360,66.85,66.85,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,2,1,,Azizi Park Avenue 
102-19754-2024,3/27/2024 19:54,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,1109460,83.71,83.71,2 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19755-2024,3/27/2024 19:56,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Jabal Ali First,Unit,Flats,980100,91.87,91.87,1 B/R,1,,,,1,1,,Serene Gardens 2 by Prescott
102-19756-2024,3/27/2024 19:56,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Hotel Rooms,1311000,56.71,56.71,1 B/R,EU,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,The First Collection at Dubai Sports City
102-19757-2024,3/27/2024 19:56,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN ONE,Unit,Flats,593670,29.19,29.19,Studio,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Riviera 40
102-19758-2024,3/27/2024 19:58,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN ONE,Unit,Flats,456628,28.37,28.37,Studio,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Riviera 26
102-19759-2024,3/27/2024 20:00,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI HARBOUR,Unit,Flats,28331888,414.54,414.54,4 B/R,3,,,,1,1,,BAYVIEW
102-19760-2024,3/27/2024 20:00,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,PALM JUMEIRAH,Unit,Flats,18309828,328.35,328.35,3 B/R,2,Al Sufouh,Mall of the Emirates,Burj Al Arab,1,1,,OCEAN HOUSE
102-19761-2024,3/27/2024 20:00,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Wadi Al Safa 3,Building,Villas,16222828,644.66,644.66,4 B/R,,,,,1,1,,THE BEACHFRONT VILLAS BY ELLINGTON
102-19762-2024,3/27/2024 20:00,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,2249888,70.91,70.91,1 B/R,1,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,1,1,,Address Residences Zabeel
102-19763-2024,3/27/2024 20:00,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,796240,54.11,54.11,2 B/R,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,2,1,,Azizi Gardens
102-19764-2024,3/27/2024 20:02,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,890000,63.67,63.67,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19765-2024,3/27/2024 20:03,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1150000,112.35,112.35,2 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,2,1,,Binghatti Orchid
102-19766-2024,3/27/2024 20:03,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,935000,72.22,72.22,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19767-2024,3/27/2024 20:03,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Hotel Rooms,1130000,28.62,28.62,Studio,EU,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,The First Collection at Dubai Sports City
102-19768-2024,3/27/2024 20:03,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,4830888,169.67,169.67,3 B/R,2,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,1,1,,Address Residences Zabeel
102-19769-2024,3/27/2024 20:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Marsa Dubai,Unit,Flats,4022000,86.48,86.48,2 B/R,1,,,,1,1,,DAMAC BAY 2
102-19770-2024,3/27/2024 20:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,2075888,68.69,68.69,1 B/R,1,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,1,1,,Address Residences Zabeel
102-19771-2024,3/27/2024 20:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI MARINA,Unit,Flats,2065000,99.75,99.75,2 B/R,1,Marina Towers,Marina Mall,Burj Al Arab,1,1,,Aeternitas Tower
102-19772-2024,3/27/2024 20:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Jabal Ali First,Unit,Flats,1000000,74.38,74.38,1 B/R,1,,,,2,1,,Serene Gardens 2 by Prescott
102-19773-2024,3/27/2024 20:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Jabal Ali First,Unit,Flats,990000,74.11,74.11,1 B/R,1,,,,1,1,,Serene Gardens 2 by Prescott
102-19774-2024,3/27/2024 20:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Jabal Ali First,Unit,Flats,975000,74.43,74.43,1 B/R,1,,,,2,1,,Serene Gardens 2 by Prescott
102-19775-2024,3/27/2024 20:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Al Merkadh,Unit,Flats,1490032,69.11,69.11,1 B/R,1,,,,1,1,,Sobha Creek Vistas Heights
102-19776-2024,3/27/2024 20:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,PALM JUMEIRAH,Unit,Flats,54350800,871.4,871.4,4 B/R,5,,,,1,1,,Como Residences
102-19777-2024,3/27/2024 20:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MAJAN,Unit,Flats,854472.29,68.73,68.73,1 B/R,1,,,IMG World Adventures,1,1,,THE HAVEN
102-19778-2024,3/27/2024 20:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,850000,74.57,74.57,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19779-2024,3/27/2024 20:04,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI MARITIME CITY,Unit,Flats,1340000,54.96,54.96,Studio,1,,,,1,1,,Oceanz 3 By Danube 
102-19780-2024,3/27/2024 20:05,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,ARJAN,Unit,Flats,678000,68.7,68.7,1 B/R,,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,1,1,,Divine Living
102-19781-2024,3/27/2024 20:05,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,830000,76.06,76.06,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19782-2024,3/27/2024 20:05,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,ARJAN,Unit,Flats,677000,68.61,68.61,1 B/R,1,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,1,1,,Divine Living
102-19783-2024,3/27/2024 20:05,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MAJAN,Unit,Flats,667072.8,37.3,37.3,Studio,1,,,,1,1,,Samana Barari Views 2
102-19784-2024,3/27/2024 20:05,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI MARINA,Unit,Hotel Rooms,769500,9.99,9.99,Studio,,Mina Seyahi,Marina Mall,Burj Al Arab,2,1,,Ciel
102-19785-2024,3/27/2024 20:05,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,760251.23,60.2,60.2,1 B/R,1,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,Rise Residences
102-19786-2024,3/27/2024 20:05,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,829540,56.47,56.47,2 B/R,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Gardens
102-19787-2024,3/27/2024 20:07,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,3473888,130.94,130.94,2 B/R,1,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,1,1,,Address Residences Zabeel
102-19788-2024,3/27/2024 20:07,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Jabal Ali First,Unit,Flats,1050000,74.58,74.58,1 B/R,1,,,,1,1,,Serene Gardens 2 by Prescott
102-19789-2024,3/27/2024 20:07,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flats,2473034,103.96,103.96,2 B/R,1,,,,1,1,,SOBHA ONE
102-19790-2024,3/27/2024 20:07,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI LAND RESIDENCE COMPLEX,Unit,Flats,470650,34.98,34.98,Studio,1,,,IMG World Adventures,1,1,,AG 9INE
102-19791-2024,3/27/2024 20:07,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI LAND RESIDENCE COMPLEX,Unit,Flats,774893,62.6,62.6,1 B/R,1,,,IMG World Adventures,1,1,,AG 9INE
102-19792-2024,3/27/2024 20:08,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Jabal Ali First,Unit,Flats,625000,37.22,37.22,Studio,1,,,,2,1,,Serene Gardens 2 by Prescott
102-19793-2024,3/27/2024 20:08,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI LAND RESIDENCE COMPLEX,Unit,Flats,365277,47.86,47.86,Studio,1,,,IMG World Adventures,1,1,,AG SQUARE
102-19794-2024,3/27/2024 20:08,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,963162.72,73.15,73.15,1 B/R,1,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,Pearl House II By Imtiaz
102-19795-2024,3/27/2024 20:08,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN ONE,Unit,Shop,1026600,34.31,34.31,NA,,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Riviera 25
102-19796-2024,3/27/2024 20:10,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,900000,70.24,70.24,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19797-2024,3/27/2024 20:10,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,1270580,83.99,83.99,2 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19798-2024,3/27/2024 20:11,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN ONE,Unit,Flats,493850,29.3,29.3,Studio,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,2,1,,Azizi Riviera 25
102-19799-2024,3/27/2024 20:13,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1400000,168.28,168.28,2 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19800-2024,3/27/2024 20:13,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1150000,110.65,110.65,2 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19801-2024,3/27/2024 20:13,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,3743888,134.2,134.2,2 B/R,1,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,1,1,,Address Residences Zabeel
102-19802-2024,3/27/2024 20:13,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,974120,65.11,65.11,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19803-2024,3/27/2024 20:15,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,800000,70.24,70.24,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,Binghatti Orchid
102-19804-2024,3/27/2024 20:15,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flats,3283828,98.26,98.26,2 B/R,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,THE CRESTMARK
102-19805-2024,3/27/2024 20:15,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MAJAN,Unit,Flats,679622.4,39,39,Studio,1,,,,2,1,,Samana Barari Views 2
102-19806-2024,3/27/2024 20:15,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,1100110,68.61,68.61,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Greenfield
102-19807-2024,3/27/2024 20:17,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,594220,39.34,39.34,1 B/R,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Gardens
102-19808-2024,3/27/2024 20:19,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Hadaeq Sheikh Mohammed Bin Rashid,Unit,Flats,2571888,100.21,100.21,2 B/R,1,,,,1,1,,Club Drive
102-19809-2024,3/27/2024 20:19,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,4088888,132.36,132.36,2 B/R,1,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,2,1,,Address Residences Zabeel
102-19810-2024,3/27/2024 20:19,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Jabal Ali First,Unit,Flats,1675700,134.95,134.95,2 B/R,1,,,,1,1,,California by SD 
102-19811-2024,3/27/2024 20:19,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flats,2615000,84.19,84.19,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,CANAL CROWN 2
102-19812-2024,3/27/2024 20:19,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Zaabeel First,Unit,Flats,3448888,106.53,106.53,2 B/R,1,Al Jafiliya Metro Station,Dubai Mall,Burj Khalifa,1,1,,Address Residences Zabeel
102-19813-2024,3/27/2024 23:00,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Hotel Rooms,985000,28.62,28.62,Studio,EU,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,The First Collection at Dubai Sports City
102-19814-2024,3/27/2024 23:00,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Hotel Rooms,1400000,56.71,56.71,1 B/R,EU,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,The First Collection at Dubai Sports City
102-19815-2024,3/27/2024 23:00,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,941500,63.67,63.67,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19816-2024,3/27/2024 23:02,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,640840,41.93,41.93,1 B/R,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Gardens
102-19817-2024,3/27/2024 23:03,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN ONE,Unit,Flats,562400,34.97,34.97,Studio,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Riviera 26
102-19818-2024,3/27/2024 23:05,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN ONE,Unit,Flats,548240,37.15,37.15,Studio,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Riviera 26
102-19819-2024,3/27/2024 23:07,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,MEYDAN AVENUE,Unit,Flats,1018240,65.15,65.15,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Azizi Park Avenue 
102-19825-2024,3/28/2024 4:24,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI SPORTS CITY,Unit,Hotel Rooms,985000,30.55,30.55,Studio,EU,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,The First Collection at Dubai Sports City
102-19837-2024,3/28/2024 7:34,Sales,Sell - Pre registration,Off-Plan,Non Free Hold,Residential,SILICON OASIS,Unit,Flats,889863,74.85,74.85,1 B/R,1,,,IMG World Adventures,1,1,,TRIA BY DEYAAR
102-19838-2024,3/28/2024 7:33,Sales,Sell - Pre registration,Off-Plan,Non Free Hold,Residential,SILICON OASIS,Unit,Flats,889863,74.85,74.85,1 B/R,1,,,IMG World Adventures,1,1,,TRIA BY DEYAAR
102-19839-2024,3/28/2024 7:31,Sales,Sell - Pre registration,Off-Plan,Non Free Hold,Residential,SILICON OASIS,Unit,Flats,868099,71.61,71.61,1 B/R,1,,,IMG World Adventures,1,1,,TRIA BY DEYAAR
